receita_por_mwh,tipo_receita,capacidade_max,taxa,tipo_custo,custo_colheita_por_t,custo_armazenamento_por_t,custo_carga_por_t,premio_produtor,expansao,UF,alfa_custo_usina,beta_custo_usina,custo_transporte_por_t_km,percentual_OPEX,fator_disponibilidade,cenario,cod_cenario_sem_ils,receita,inv_prob_sede_existente,inv_prob_sede_qualquer,heuristica,cod_cenario,max_avaliacoes_fitness
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.075,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,85,175,20,75,2,85,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.075,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,86,175,20,75,2,86,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.075,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,87,175,20,75,2,87,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.075,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,88,175,20,75,2,88,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.1,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,89,175,20,75,2,89,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.1,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,90,175,20,75,2,90,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.1,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,91,175,20,75,2,91,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.1,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,92,175,20,75,2,92,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.25,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,93,175,20,75,2,93,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.25,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,94,175,20,75,2,94,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.25,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,95,175,20,75,2,95,1e4
175,preco_leilao,1e6,10,conab,31,21.679999999999996,11.789642255999999,0.25,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,96,175,20,75,2,96,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.01,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,97,175,20,75,2,97,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.01,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,98,175,20,75,2,98,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.01,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,99,175,20,75,2,99,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.01,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,100,175,20,75,2,100,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.025,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,101,175,20,75,2,101,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.025,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,102,175,20,75,2,102,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.025,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,103,175,20,75,2,103,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.025,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,104,175,20,75,2,104,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.05,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,105,175,20,75,2,105,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.05,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,106,175,20,75,2,106,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.05,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,107,175,20,75,2,107,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.05,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,108,175,20,75,2,108,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.075,1,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,109,175,20,75,2,109,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.075,1,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,110,175,20,75,2,110,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.075,0,SP,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,111,175,20,75,2,111,1e4
175,preco_leilao,1e6,11,conab,31,21.679999999999996,11.789642255999999,0.075,0,PR,4493904.529987199,3256452.5579617387,0.315,0.03,0.9,preco_leilao conab,112,175,20,75,2,112,1e4
